texto,sentimiento,sentiment_label,sentiment_probabilities
"Aunque sea tarde, mi reconocimiento a la gran profesionalidad del siempre 7 de España, Raúl; un caballero. Que manera d acabar el partido.",Positivo,1,"[0.0004567746364045888, 0.999543309211731]"
Hoy Pleno en malaga Ayuntamento Malaga ,Neutral,1,"[0.0029675979167222977, 0.9970324039459229]"
Esta noche en art deco ponferrada chicos!! ,Neutral,1,"[0.00022447008814197034, 0.9997755885124207]"
"Se puede discrepar,pero sólido.Washington Monthly - We Can Live with a Nuclear Iran ",Neutral,1,"[0.050056975334882736, 0.9499430656433105]"
“NoeCrespo2: David_Busta Un saludo porfa a los que estamos ahora en Los Corrales De Buelna en la marcha solidaria contra el cancer.”ABRAZO,Positivo,1,"[0.00041581509867683053, 0.9995841383934021]"
Los vuelos en los aeropuertos españoles han descendido un 12% respecto a la SS del año pasado. Se nota la crisis.,Negativo,0,"[0.9993185997009277, 0.0006814594380557537]"
mjguemes Disfruta que te lo mereces mucho! Embarcando. ;),Positivo,1,"[0.0002739031333476305, 0.9997261166572571]"
Se repite nuestra imagen: España=descontrol=desorden Spain announces 'extraordinary' €27bn budget cuts ,Negativo,0,"[0.9954076409339905, 0.004592342302203178]"
"Hemos aprobado el informe del Coordinador, para transformar la oposición al hachazo presupuestario en debate público y movilización social.",Positivo,1,"[0.001182243344374001, 0.9988177418708801]"
Toca derby! Lo tenemos todo a favor para hacer morder el polvo al efese fccartagena en la Nueva Condomina . 3-0,Positivo,1,"[0.0005424522096291184, 0.9994575381278992]"
"Así es Valledupar !! , no saben las ganas que tengo de acompañarles, será un honor para mi regresar al Festival  !",Positivo,1,"[0.00025008924421854317, 0.9997499585151672]"
"Impresionante incendio en las Fraguas do Eume, uno de los lugares más bellos de Galicia. Os lo contaremos a las 21h en informativost5.",Negativo,0,"[0.9958184361457825, 0.004181550815701485]"
"Hoy, 31 de marzo, la hora del planeta. Apaga todas las luces y aparatos eléctricos de 20.30 a 21.30h. horadelplaneta",Neutral,0,"[0.5047711730003357, 0.4952288269996643]"
"Entrando en Galicia por Os Ancares: huele a humo, hay mas incendios que el de as FragasdoEume aunque este nos duele en el corazón.",Negativo,0,"[0.9995383024215698, 0.00046175572788342834]"
"Consolida la empresa, supera  objetivos, bate a la competencia ¿reconocimiento? Ninguneo y  miseria para administrar. Cómo no va a irse SG?",Neutral,0,"[0.996471643447876, 0.00352835888043046]"
La cúpula de la Oficina Nacional de investigación del Fraude fue cesada. ¿Tendrá algo que ver con la amnistía fiscal de Montoro?,Negativo,0,"[0.9990853071212769, 0.0009147065575234592]"
Almuerzo! 1 esparrago je je je ,Neutral,1,"[0.00026963799609802663, 0.9997304081916809]"
"Ghesta, los técnicos d Hacienda, calcula entre un 10 y 20% el sobrecoste d lotería premiada para blanquear dinero ¿Os suena? amnistíafiscal",Negativo,0,"[0.9983166456222534, 0.0016834194539114833]"
"K alguien le lave la boca a ese k esta junto al micrófono, no para d insultar al Madrid, pena d hombre",Negativo,0,"[0.9996867179870605, 0.00031331254285760224]"
Estoy en un sitio en el que no puedo ver el partido. Veo que el Madrid va ganando. Contadme por favor lo esencial. Es clave ganar hoy.,Positivo,1,"[0.0010467047104611993, 0.9989532232284546]"
Top secret “crespo_ignacio: pedroj_ramirez A mí lo que me gustaría saber es dónde estás. Curiosidad periodística.”,Neutral,0,"[0.8988826870918274, 0.10111729055643082]"
viacrucisValle ,Neutral,1,"[0.002305149333551526, 0.9976947903633118]"
Rajoy podría haber hecho lo mismo pero con un gravamen del 70 por ciento y tendría mi apoyo si además lo enviara al fiscal.,Neutral,0,"[0.9993222951889038, 0.0006777805392630398]"
"Traslado de La Sentencia, para mi la talla de Cristo mas bonita de malaga Icofrade ",Positivo,1,"[0.005287745036184788, 0.994712233543396]"
Naturaleza!  Hipstamatic JohnS Blanko ,Neutral,1,"[0.00027895974926650524, 0.9997209906578064]"
"Impresionante cristiano, Impresionante.",Positivo,1,"[0.0006526998477056623, 0.9993472695350647]"
Se me ha ido el santo al cielo. ¡El baño y la cena de la niña! Hasta luego : ),Neutral,0,"[0.8537262082099915, 0.14627376198768616]"
Con  lahoradelplaneta ,Neutral,1,"[0.00047006006934680045, 0.9995299577713013]"
"Asistimos a una involución democrática, laboral, social y ahora fiscal. El PP está tensando demasiado la cuerda contra demasiadas personas.",Negativo,0,"[0.9994553923606873, 0.0005445748683996499]"
“itxudiaz:  o bueno. Según se mire.”Muy cierto!,Neutral,1,"[0.006880960892885923, 0.9931190013885498]"
En 2 segundos lo q otros tardan 1 mes.  elmundo: Amancio Ortega ha ganado 448 euros cada segundo esta semana ,Neutral,1,"[0.0011580940335988998, 0.9988419413566589]"
Estirando un poco después del partido tan exigente de hoy! Partidazo! Ahora solo pensar en el partido del martes!. ,Positivo,1,"[0.0008551693754270673, 0.9991447925567627]"
No olvideis que todos los dias pongo videos en mi facebook (en mi bio)  de los musicos que estan participando en . ,Neutral,1,"[0.0047414968721568584, 0.9952585101127625]"
Saluditos a mi Perù bello. Un abrazo se les quiere.  Marlonspidey: AlejandroSanz saludos desde perú maestro :),Positivo,1,"[0.00023051441530697048, 0.9997695088386536]"
Gracias a toda la gente que ha venido a Noovo,Positivo,1,"[0.00042405040585435927, 0.9995759129524231]"
"Vale, lo reconozco, odio madrugar. ",Negativo,0,"[0.999305248260498, 0.0006947775254957378]"
Esto le gustará especialmente a mi maximhuerta ,Positivo,1,"[0.0003271900932304561, 0.9996727705001831]"
"""Los sindicatos del siglo XXI"", el epílogo de hoy en ePeriódico.",Neutral,1,"[0.36150503158569336, 0.6384949684143066]"
Oh!  riccartes: me inpira mucho para hacer una pequeña historia ilustrada.Mira mi web a ver si te gustan mis dibujos ,Neutral,1,"[0.0013576457276940346, 0.9986423850059509]"
Ahí lo tienes. ,Neutral,1,"[0.0005224296473897994, 0.9994775652885437]"
"Buenos días hoy viajo a Barcelona, ensayo de ElNumeroUno. Menudo programón para mañana !",Positivo,1,"[0.0002707464445848018, 0.9997292160987854]"
Abril de mis meses preferidos ;-) “soniachaconp: Inaugurando el mes de abril.”,Positivo,1,"[0.0002885594149120152, 0.9997114539146423]"
"Los presupuestos son como el paraíso eterno. Dicen q ahora sufrir para después llegar. Los defraudadores no transitan, siempre están allí.",Negativo,0,"[0.9995299577713013, 0.0004700654244516045]"
Buenos días! Vuelta a casa! Gracias Mallorca!,Positivo,1,"[0.0002725061494857073, 0.9997274279594421]"
3 de cada 4 hectáreas quemadas este año en incendios forestales han ardido en Galicia. ¿Volvemos a los años 80? sosfragasdoeume,Negativo,0,"[0.9995684027671814, 0.0004315341648180038]"
"Por cierto, sacad las velas del fondo del armario. Hoy entran en vigor la subida de la luz, un 7%, y del gas, un 5%.",Negativo,0,"[0.962318480014801, 0.03768150135874748]"
Ya en el parking del aeropuerto esperando para entrar en Directo con Isabel Gemio en Onda Cero!,Neutral,1,"[0.0004184423014521599, 0.999581515789032]"
"Muy recomendable ""Frívolidad y horóscopos"" ",Positivo,1,"[0.0003173263103235513, 0.9996826648712158]"
Silencio Blanco en la Amargura ssanta12 ,Neutral,0,"[0.9994074106216431, 0.0005925848381593823]"
"Ya casi en la camita despues d iun gran cocierto! Son mio motor! Y nos vemos el 28 d abril en"" la arena cd mexico""",Positivo,1,"[0.000247333780862391, 0.9997527003288269]"
"Algunos dijeron q Rajoy iba a ser la alegría de la huerta y se equivocaron. Es un registrador de recortes, sufrimiento y amnistías a ricos.",Negativo,0,"[0.9996532201766968, 0.0003467884671408683]"
Buenos días a todos! Ya estamos en Abril! Feliz domingo!,Positivo,1,"[0.0002630386152304709, 0.9997369647026062]"
"Gracias por leerlo :)  RobertoTorresL: Si queremos,podemos Albert_Rivera  via El Mundo Catalunya. Toda una exposición de sentido común!!",Positivo,1,"[0.00022910554253030568, 0.9997709393501282]"
"Los sevillanos pendientes dl cielo. La primera hermandad de la SS, La Paz, retrasa la salida media hora antes d tomar decisión definitva",Negativo,0,"[0.9995334148406982, 0.00046662072418257594]"
Escuchando los sonidos d la calle.delicioso,Positivo,1,"[0.00026456679916009307, 0.999735414981842]"
El tiempo no acompaña a la semana grande de mi tierra sevilla.,Negativo,0,"[0.9995179176330566, 0.0004820695612579584]"
Un abrazo para todas las hermandades que se queden sin hacer estacion de penitencia y para sus nazarenos y costaleros,Neutral,1,"[0.18812358379364014, 0.8118764758110046]"
"De esto que te pones una opera, te tienes que ir a comer y no puedes quitarla. Y esta tarde, de nuevo, Muti. Y la felicidad. OperaGroupie",Positivo,1,"[0.000284251436823979, 0.9997157454490662]"
Lágrimas y Favores cofradiasMLG malaga Calle Martinez ,Neutral,1,"[0.054041553288698196, 0.9459584355354309]"
ma_lopezdelpozo: El frailazo pactado por PSOE-IU en Parla ,Negativo,0,"[0.9949060678482056, 0.005093899089843035]"
"Leire Pajín será la número dos de ximopuig, vicesecretaria general del PSPV.",Positivo,1,"[0.4260188639163971, 0.5739811062812805]"
Mark0_Angel: paurubio m..!! UNOS CHILAQUILES! y tua,Positivo,0,"[0.9014492034912109, 0.09855075180530548]"
“RominaBelluscio: Edurnity guapísima ahora te vemos!que ganitas !;-)”guapa q lo disfruteis!!A bailar y a cantar!! Oh yeah!!,Positivo,1,"[0.00023444746329914778, 0.9997655749320984]"
Hallan 3.0 delfines muertos en las playas de Perú en lo que va de año (EFE),Negativo,0,"[0.9994884729385376, 0.0005115402163937688]"
"GRACIAS,GRACIAS, GRACIAS MADRID!!;)) ha sido INCREIBLE !!;) volveremos en invierno!!;)",Positivo,1,"[0.00026686207274906337, 0.9997331500053406]"
Decís q es un bug q están intentando arreglar ,Negativo,1,"[0.3847419321537018, 0.6152580380439758]"
"Tengo una duda, estaba ya Rubalcaba en el gob de González cuando el PSOE amnistió a los golfos de la época?",Negativo,0,"[0.9991689920425415, 0.0008310730918310583]"
El Tte. de Alcalde de sevillahoy en directo contando en giraldatv este inicio entre nubes y claros d la ssanta12,Neutral,1,"[0.0013323304010555148, 0.9986677169799805]"
Perdón Carlos Alvárez no Marcelo Alvarez cantando don Giovanni.,Neutral,0,"[0.9995632767677307, 0.0004366737266536802]"
"Si. Una errata..  manuelhi rubenjuans cmgorriaran Tonicanto1 Se les habrá pasado, hombre",Negativo,0,"[0.9989120960235596, 0.0010878894245252013]"
Y si los padres de los anarcas tuvieran q pagar los destrozos de sus hijos? otrogallocantaria.,Negativo,0,"[0.9993937015533447, 0.0006062727188691497]"
Pilar porqué se dice tonto de capirote y no tonto de capuchón? PilarGGranja,Negativo,0,"[0.9983192086219788, 0.0016807736828923225]"
"Impresionante acogida d la retransmision de la ssanta12 en giraldatv ¡nos están viendo dsd 89 países!USA,R.Unido,Australia,Japón.GRACIAS",Positivo,1,"[0.0002783476375043392, 0.9997215867042542]"
YA OS LEO! se me había estropeado! Os echaba de menos!,Neutral,1,"[0.003704365575686097, 0.9962956309318542]"
Bueno lo dicho. Buenas noches. Os quiero familia!,Positivo,1,"[0.00025570878642611206, 0.9997442364692688]"
CarmendelRiego periodismo de investigación del bueno y unas cuantas decisiones éticas.,Positivo,1,"[0.00044780372991226614, 0.9995521903038025]"
": Ojalá den con él “quediario: Buscan al autor del incendio de As Fragas do Eume, que se enfrentaría a cárcel  ",Negativo,0,"[0.9982627034187317, 0.0017372873844578862]"
Hasta mañana.! Buenas noches!,Positivo,1,"[0.00026583002181723714, 0.999734103679657]"
"Edurnity RominaBelluscio gracias por todo nos a encantado,estuvo genial grease os la recomiendo.",Positivo,1,"[0.0002702265919651836, 0.9997298121452332]"
"La sequía es clave para los incendios pero tb la falta de política forestal,la limpieza de los montes y los recortes. sosfragasdoeume",Negativo,0,"[0.998914361000061, 0.0010855935979634523]"
"Desde hace 2meses,Gobierno trabaja en modificación C.Penal para equiparar violencia de los antisistema con la callejera ligada al terrorismo",Neutral,1,"[0.430867075920105, 0.569132924079895]"
Buenos dias amigos!direccion mallorca a dar nuestros ultimos retoques a la sorpresita! Dale duro!,Neutral,1,"[0.0004133769834879786, 0.9995866417884827]"
Portada La Gaceta ,Neutral,1,"[0.001467124791815877, 0.9985328912734985]"
Bdías. Si formarais parte de la Ejecutiva del PP qué le diríais hoy a Rajoy como balance de sus 100 días?,Neutral,0,"[0.9883463978767395, 0.011653621681034565]"
“CarmenLauraIT: pedroj_ramirez Hoy se cumplen 20 años de la muerte de Juanito. Un genio. JuanitoSiemprePresente ? ,Neutral,1,"[0.003450249321758747, 0.9965497255325317]"
"Mi primera novela, 31 noches, ya se puede encargar en Amazon. Saldrá a la venta este miércoles en papel y ebook ",Neutral,1,"[0.0003938779409509152, 0.999606192111969]"
La prima de riesgo de España cae en la apertura a 346 puntos básicos (EFE),Negativo,0,"[0.9703778624534607, 0.029622137546539307]"
7 muertos en las carreteras durante 1ª fase de operación especial de tráfico de la Semana Santa (desde 15 h vienes a 24 h del domingo) DGT,Negativo,0,"[0.9986329674720764, 0.001367021817713976]"
"Rajoy explica hoy al detalle los Presupuestos a los emisarios de Merkel. Mudo para sus ciudadanos, locuaz para sus jefes.",Negativo,0,"[0.9995868802070618, 0.00041307698120363057]"
"Nuestra niña, amaiamusic jugando con la cámara! ",Positivo,1,"[0.00041415911982767284, 0.9995858073234558]"
Los invitados esta noche en ElNumeroUno son jason_mraz y ElSueñodeMorfeo ! Va a ser genial!,Positivo,1,"[0.00023910278105176985, 0.9997609257698059]"
Mucho Branded Content en el miptv pero lo único que ha arrancado aplausos ha sido un impresionante SPOT: ,Negativo,0,"[0.999147891998291, 0.0008521509007550776]"
"A las 11:30 estaré en directo con Carlos Herrera, para hablar del programa ElNumeroUno",Neutral,1,"[0.0003011556691490114, 0.9996988773345947]"
"Hoy es el día mundial de la concienciación sobre el autismo. Mas investigación, mas apoyo a integración y mucha fuerza a las falimias",Positivo,1,"[0.0008080894476734102, 0.99919193983078]"
Dice gllamazares que penalizar el vandalismo es acabar con el estado social . Que pensáis?,Negativo,0,"[0.9981580376625061, 0.0018419446423649788]"
"Dirigentes regionales del PP defienden las ""medidas difíciles de Rajoy"" y reiteran que la situación no puede revertirse en el corto plazo.",Positivo,1,"[0.003330192994326353, 0.9966698288917542]"
"Es el momento d sumar,unir y trabajar x salir d la crisis juntos,por la Catalunya d todos,y no de levantar fronteras,enfrentar o dividir.",Positivo,1,"[0.0004784798657055944, 0.9995214939117432]"
A partir de  las 12:35h estoy en programa protascat en ABCPuntoRadio con oriolclavell,Neutral,1,"[0.00028499713516794145, 0.9997150301933289]"
Hace diez años que España entró en el euro pero MarianoRajoy sigue traduciendo las cifras a billones de pesetas ¿es necesario?,Negativo,0,"[0.999419093132019, 0.0005809862050227821]"
"Rajoy: ""No cumplimos en 2011 el compromiso del anterior Gobierno sobre el déficit público""",Negativo,0,"[0.9992002844810486, 0.0007997127831913531]"
incumplir los acuerdos y los compromisos te hace perder credibilidad. Balance PSOE,Negativo,0,"[0.9990682005882263, 0.0009318055235780776]"
¡Noticias descombacantes! está disponible! ,Positivo,1,"[0.00026823696680366993, 0.999731719493866]"
No vuelvoBudapest ,Negativo,0,"[0.9996433258056641, 0.00035670274519361556]"
"Explicaciones marianorajoy: ""Hemos tenido que."" ""cosas que a nadie le gusta hacer."" ""no hay más remedio que."" ""no hay alternativa.""",Negativo,0,"[0.9945606589317322, 0.005439326632767916]"
"Doce años después,¿y para que vamos a cambiar el cartel? ",Neutral,0,"[0.9884182810783386, 0.011581772938370705]"
El magnate de  Eurovegas Adelson  aprecia las políticas de Esperanza Aguirre. Tal para cual: Paraíso fiscal e infierno social y laboral.,Neutral,0,"[0.9926379919052124, 0.007361949421465397]"
¿PSPV renovado? Ximo Puig ya estaba con Lerma hace 25 años y Ciprià Ciscar es felipismo. Leire Pajín sí pero es la exministra peor valorada,Negativo,0,"[0.9995337724685669, 0.000466262164991349]"
El Ibex da miedo. Mucho miedo,Negativo,0,"[0.9996076226234436, 0.00039238017052412033]"
Muchas gracias!  sangaruz: sevillajordi Me ha gustado su intervención en radio nacional,Positivo,1,"[0.0002647550427354872, 0.9997351765632629]"
enriclloveras: La venta de coches sigue cayendo. Y van 21 meses consecutivos.,Negativo,0,"[0.9994944334030151, 0.0005055107176303864]"
Os deseo que paséis una feliz semana santa.,Positivo,1,"[0.00029137477395124733, 0.9997085928916931]"
Comiendo en el mejor 'Japo' de Málaga! ;-) ( TA-KUMI) ,Positivo,1,"[0.00024697184562683105, 0.9997530579566956]"
Noticias del Estado Penal: En la última semana se ha decidido que los actos de vandalismo y los incendios en Galicia serán actos terroristas,Neutral,1,"[0.2046007215976715, 0.7953993082046509]"
La prevención social  del estado del bienestar y la limpieza y protección de los bosques son caras y nos acordaremos de ellas cuando truene.,Negativo,0,"[0.9005092978477478, 0.09949071705341339]"
Justo ahora que no estoy en España el amiguete riverakiko va a poner de moda lo de Quitateeltop.Espero que dure ya hasta el verano.,Positivo,1,"[0.027704617008566856, 0.9722954034805298]"
De camino a plató para prepararnos y esta noche en directo. A3NumeroUno ! No se lo pierdan!,Positivo,1,"[0.0002925471926573664, 0.9997074007987976]"
Pero que grandes sois! Llega el veranito y llega Quitateeltop  vamos a por ese tt!,Positivo,1,"[0.0002896514779422432, 0.9997103810310364]"
"En Castillo d Bayuela con Pilar y Felipe y homenaje Jose Fdez Pulido, con carolagudo dip C-LM y dipu provinciales ",Positivo,1,"[0.0003862992161884904, 0.9996137022972107]"
"El PSdeG dice que Feijóo ""ya tiene su Prestige"". Yo creo q quien ansia un Prestige es el PSOE. LoLlamanCarroña a ese tipo oposicion",Negativo,0,"[0.9981313347816467, 0.001868650782853365]"
"Cayo Lara e IU critican presupuestos y políticas del PP.Pero les apoyan en Extremadura y en varios municipios..Será por los ""carguitos""?",Neutral,0,"[0.9993769526481628, 0.0006230227299965918]"
"Amnistía fiscal: donde dije Digo, digo Diego. TelediarioInter 20:30",Negativo,0,"[0.9991363883018494, 0.0008636242710053921]"
Balanzas fiscales. Convivencia Cívica Catalana lo pone en duda. TelediarioInter 20:30,Negativo,0,"[0.9993478655815125, 0.0006521670147776604]"
Estamos en tendencias! Arriba Quitateeltop vamos a por ese tt! Y la semana que viene lo sabreis todos! Vamos a por ello chicos!,Positivo,1,"[0.00032366596860811114, 0.9996763467788696]"
"Este año han muerto 17 militares OTAN por ataques de fuerzas ""amigas"". Ls talibán los asumen, pero ISAF dice q son ""problemas personales"".",Negativo,0,"[0.9994221925735474, 0.0005778155173175037]"
Vamos chicoss Quitateeltop !,Positivo,1,"[0.00043810426723212004, 0.9995618462562561]"
Atardecer desde mi ventana.  ,Neutral,1,"[0.0012810755288228393, 0.9987189769744873]"
Pasa boca! Esas comas! ,Negativo,0,"[0.9984850287437439, 0.0015150419203564525]"
Una preciosidad de libro. Chema Madoz ,Positivo,1,"[0.0003623091906774789, 0.9996377229690552]"
Hay una relación directa entre la rebaja de impuestos y la reducción d la economía sumergida. Es solo una idea.,Negativo,0,"[0.9994014501571655, 0.0005985415773466229]"
:O ;) un besazo  cris_salazarb: AlejandroSanz voy desde Ecuador a Madrid para el concierto el 2 de junio..!! :) cc. tsalazarb,Positivo,1,"[0.00024506135378032923, 0.9997549653053284]"
En el Viecente Calderon  Juansanjuan21: AlejandroSanz cris_salazarb tsalazarb CONCIEO EN MADRID|| DONDE?,Neutral,1,"[0.011409282684326172, 0.988590657711029]"
"En estos 100 días de gobierno,Rajoy ha demostrado tener un gobierno serio que toma decisiones y asume responsabilidades.",Positivo,1,"[0.0007854065042920411, 0.9992145299911499]"
Cerezo en flor . ,Neutral,1,"[0.0006060789455659688, 0.9993939399719238]"
"Son la bomba ! Espectacular ClementeClon! En Fede_dejuan LosClones me muero de la risa, hahahshahshshaha",Positivo,1,"[0.00024191800912376493, 0.9997580647468567]"
"ImElizabethB Increíble,un complejo hotelero en una d las playas más maravillosas del mundo.Me niego! SalvemEsTrenc ",Neutral,0,"[0.9842979311943054, 0.015702111646533012]"
": “quediario: Dani Pedrosa, entre los detenidos por una trama de amaño de títulos de patrón de yate. ",Negativo,0,"[0.9969911575317383, 0.003008877160027623]"
Virgen de la paz. Noche del lunes Santi en jerez ,Neutral,1,"[0.00027740898076444864, 0.9997225403785706]"
Noche del lunes santo en el centro de Jerez ,Neutral,1,"[0.00033859413815662265, 0.9996614456176758]"
"Amigos esto marcha,vamos a cumplir todos nuestros objetivos.Los perros dl camino ladran porqe no soportan nuestro avance.Palante,vamos bien!",Positivo,1,"[0.0004289908683858812, 0.9995710253715515]"
Me gusta :)  EspinMarc: Por qué decidí escribir un blog sobre periodismo y qué leo para hacerlo ,Positivo,1,"[0.000398501317249611, 0.9996015429496765]"
Estamos entre bambalinas ,Neutral,1,"[0.0008703554631210864, 0.9991297125816345]"
;)  BraayanGimenez: AlejandroSanz  ,Positivo,1,"[0.00033198462915606797, 0.9996680021286011]"
"Buenas noches. He salido a acompañar a mi visita y había llovido, y me he dado cuenta de que ya no me acordaba cómo huele después de llover.",Neutral,0,"[0.993055522441864, 0.006944482214748859]"
"Pues sí: se nos ha puesto cara de imbéciles, como dice el prof. de Economía de la Columbia, XSalaimartin Home page ",Negativo,0,"[0.9988123178482056, 0.0011876440839841962]"
"Ya estoy en el Hotel, menudo programa, que tensión hasta el último momento! . (suena a hueco, como se nota que por aquí no queda nadie)",Neutral,1,"[0.014568566344678402, 0.985431432723999]"
"Bueno familia, ahora si, aun no me he desmaquillado y me caigo de sueño, Gracias a todos por apoyarnos!",Positivo,1,"[0.0008795274188742042, 0.9991204142570496]"
Un abrazo a las hermandades de todas las ciudades. Que vivan la Semana Santa con la pasion que le debemos a . ,Positivo,1,"[0.0006584639777429402, 0.9993415474891663]"
La ciudad duerme. Pero no apagan la luz. ,Negativo,0,"[0.9996373653411865, 0.0003626398683991283]"
Deberían subir la luz aquí como en Españapreparatecuandollegueelrecibo ,Negativo,0,"[0.9993384480476379, 0.0006615520687773824]"
"El Gobierno presenta hoy en Congreso Presupuestos Generales q aprobó el viernes, supondrán el ahorro de 27.300 millones, un déficit del 5,3%",Positivo,1,"[0.007324959151446819, 0.9926750063896179]"
rrodriguezmaeso Empanado o rebozado?,Negativo,0,"[0.9991525411605835, 0.0008474276983179152]"
"+1  adointenta: sevillajordi y que harán los alemanes, por que el coche es alemán",Neutral,0,"[0.9992985725402832, 0.0007014397997409105]"
Portada La Razón ,Neutral,1,"[0.002146055456250906, 0.9978539347648621]"
"El dato de paro en marzo es malo, pero no catastrófico. Se temía peor",Negativo,0,"[0.9994361996650696, 0.0005637529538944364]"
¿A alguien le sorprende que abaratar el despido aumente los despidos?,Negativo,0,"[0.9992419481277466, 0.0007580486126244068]"
Hemos comenzado la visita a las iglesias en la Candelaria ssanta12 ,Neutral,1,"[0.0007812927942723036, 0.9992187023162842]"
Intentando aprender: ¿Código Bidi o QR? ,Neutral,0,"[0.9824144244194031, 0.01758556440472603]"
Hermanos Marx - La Parte Contratante ,Neutral,1,"[0.28489747643470764, 0.7151025533676147]"
Brasil endurece los criterios de entrada a turistas españoles por reciprocidad. ,Negativo,1,"[0.016120661050081253, 0.9838792681694031]"
1 millón de niños como el tuyo o el mío con riesgo d desnutrición.morirán o intentamos evitarlo? Súmate a la campaña de unicef_es SahelNOW,Neutral,0,"[0.9965871572494507, 0.0034128602128475904]"
"Montoro presenta Presupuestos en el  Congreso ""un presupuesto extraordinario para una situación extraordinaria""",Positivo,1,"[0.15144063532352448, 0.8485593199729919]"
Montoro lleva hablando 15 minutos pero aun no ha empezado a hablar de los presupuestos2012 de los recortes y la amnistía fiscal,Negativo,0,"[0.9996882677078247, 0.0003117898595519364]"
“El Número Uno” confirma su éxito y gana otro ajustado duelo a “Gran Hermano” | Vertele ,Positivo,1,"[0.0005967970937490463, 0.9994032382965088]"
Las Penas malagasanta cofradiasmlg malaga Oratorio De Las Penas ,Neutral,1,"[0.008287787437438965, 0.991712212562561]"
"Aunque también hay que decir que si lo hubiera hecho Salgado, el PP la habría criticado por subir impuestos. Cosas de la política.",Negativo,0,"[0.9993042945861816, 0.0006956706056371331]"
Gracias  selenusmedia RodrigoBlazquez por si quieres aprender un poco más: QR Vs Bidi ,Positivo,1,"[0.0009559796308167279, 0.9990440011024475]"
"Horas d decisión en ssanta12: S.Esteban, 15.15 h;Los Estudiantes,16.15 h.;Los Javieres,16.25 h; y S.Benito,16.30 h.Más info en giraldatv",Neutral,1,"[0.0009145975345745683, 0.9990854263305664]"
"Ha muerto Antonio Mingote, gran dibujante gran humoristaY mejor persona.",Negativo,0,"[0.9883992671966553, 0.01160071324557066]"
Guía práctica de la Agencia Europea de Seguridad de las Redes y de la Información para usuarios de Cloud Computing ,Neutral,1,"[0.08938322216272354, 0.9106167554855347]"
Desde el mes de octubre trato de saber que partida presupuestaria tiene la Junta para el Auditorio. Sin éxito. Nadie lo ha averiguado,Negativo,0,"[0.9979196190834045, 0.0020804209634661674]"
"Adiós a Mingote, el dibujante de ABC con el que nací y crecí en esta profesión y con el que compartí esta Casa, la de ABC",Neutral,1,"[0.00396009860560298, 0.996039867401123]"
Esta noche a 24horas_rne con Iñigo Alfonso.,Neutral,1,"[0.00028472935082390904, 0.999715268611908]"
Este es el homenaje de la APM a nuestro socio Mingote que hoy nos ha dejado ,Neutral,0,"[0.8628670573234558, 0.1371329128742218]"
"¿Cómo iba vestida? ""¿Cómo explicarlo? -me dice Luis B.- Como si llevara el jersey por debajo de la piel.""",Negativo,0,"[0.9990741014480591, 0.0009259255602955818]"
.eliasbendodo y Pipo en El Rescate malagasanta cofradiasmlg Calle Agua ,Neutral,1,"[0.004086739849299192, 0.9959132075309753]"
Cruz Guía El Rescate cofradiasmlg malagasanta Calle Agua ,Neutral,1,"[0.02669360674917698, 0.97330641746521]"
Los mercados (Ibex y prima de riesgo) castigan el presupuesto. Cuando se pagan casi 29.0 millones en intereses no hay margen de maniobra,Negativo,0,"[0.9996111989021301, 0.00038884341483935714]"
Este nazareno es. fjcristofol ;-)) impone Malagasanta cofradiasMLG ,Positivo,1,"[0.0004224428557790816, 0.9995775818824768]"
Otro presupuesto es posible. Hemos hablado con Ghesta y Rallo. TelediarioInter 20:30,Positivo,1,"[0.0006432980298995972, 0.9993566870689392]"
Brillante artículo en ABC de Ignacio Camacho sobre Mingote.  Un español tan claro ,Positivo,1,"[0.00041659496491774917, 0.9995834231376648]"
"Apoyar a la Semana Santa de Salamanca, de Interés Turístico Internacional, es potenciar el turismo dd aytoSalamanca",Positivo,1,"[0.014217713847756386, 0.985782265663147]"
Lasciate ogni speranza. Si alguien vomita insultos con su nombre pienso: ¡Otro analfabestia! Si es con seudónimo: ¡Otro pobre tarado!,Negativo,0,"[0.9996613264083862, 0.0003387342731002718]"
Otra semifinal!! Gracias afición por el apoyo!! ,Positivo,1,"[0.0002568214840721339, 0.9997431635856628]"
"Enhorabuena a Policía Nacional por desmantelar en Madrid 2 talleres de falsificación de documentos y ""maquillaje"" de vehículos de alta gama",Positivo,1,"[0.0006518687005154788, 0.9993481040000916]"
"curiosidaddelinsomne Bolsa baja, prima de riesgo sube. ¿Algún otro signo de confianza de los mercados en los Presupuestos de Rajoy?",Negativo,0,"[0.9992806315422058, 0.0007194028003141284]"
Q agusto se queda una cuando dice lo q piensa de alguien en su cara! Creo q hasta adelgaza! ;),Positivo,1,"[0.000789707584772259, 0.9992102384567261]"
No nos engañemos el acuerdo mas urgente que nunca“NYTimesFriedman: on Middle East  peace. ,Negativo,1,"[0.3097228705883026, 0.690277099609375]"
Antes de irme a dormir os dejo con una postalita de Toronto. ,Positivo,1,"[0.0007079749484546483, 0.9992920160293579]"
Yo tambien me acuerdo. ;)  atrejom:  ROSS_RIV: atrejom te acuerdas del concierto gratis de AlejandroSanz . ,Positivo,1,"[0.0004749726504087448, 0.9995250701904297]"
Buenos días a todos!,Positivo,1,"[0.00025791788357309997, 0.9997420907020569]"
