texto,sentimiento
Camino de Lagreo. Último día de campaña electoral,Neutral
Este finde pasamos ya al horario de verano! si!,Positivo
"Oreja pide a Rajoy que ""rompa"" con la ""secuela de la negociación"" con ETA ",Negativo
Cierre de campaña elcambioabdaluz malaga ,Neutral
Mi ff a los seis legionarios que combatieron heroicamente el 7 de marzo ,Positivo
Feliz!! yeswespain y yeswespainISDIFFERENT han superado los 150.0 espectadores!! Gracias a todos!!,Positivo
"Felipe pide ""sentido común"" a Rajoy por las reformas. Rajoy apela al sentido común para hacerlas. No perdamos el sentido. 25MRebélate",Negativo
Manipula el término transparencia para el ajuste y el castigo a la inversión y los servicios públicos. El gobierno interviene la política.,Negativo
"Entonces, con la Ley de transparencia ¿nos vamos a enterar de lo que cobran los sindicatos?",Neutral
cayo_lara has pedido perfon por quitarle derecho a voto a los paraplejicos? Desafortunado simil cuanto menos,Negativo
ElCambioAndaluz Arenas planteará anticipos reintegrables a 10 ó 15 años para Ayuntamientos “en. ,Neutral
El gobierno aprobará una ley de transparencia ,Negativo
Hola London! ,Neutral
Quien avisa no es traidor: Quedan sólo 10 funciones en madrid d yeswespainISDIFFERENT y t lo vas a perderaa? Te espero!;),Positivo
FF  patriestevez: maruhuevar JoseMacill72 GuillermoUtrera anaroski mariviromero au_auxiliadora MSacra todos a una votaPP ole,Positivo
En los últimos años he aprendido a leer la prensa salmón. No sé x q pienso q en sus páginas vendrá la primera señal de q la tormenta pasa.,Positivo
A ver sI adivinais donde estoy. ,Neutral
"namarty: mariviromero Recordad el domingo se adelanta el reloj una hora, excepto en Andalucía que se adelanta 34 años. elcambioandaluz",Neutral
"“la_informacion: El hermano de Merah se declara ""muy orgulloso"" de los asesinatos de Toulouse ",Negativo
"La campaña de javierarenas_pp : 6.150 kilómetros, 319 propuestas y 48 entrevistas. ",Neutral
"Mañana publico en larazóndelsábado artículo sobre el nuevo ipad ""Nos toca morder"" . LARAZON_es",Positivo
"Acabo de hacerme suscriptor de Mongolia, una nueva revista satírica que dará que hablar ",Neutral
"Es inaudito lo de la profesora pidiendo 1 minuto d silencio x el terrorista francés. Dijo q fue ""víctima"" de Sarkozy. Normal q la despidan.",Negativo
Y más.“Dirigentes: Prénatal sella un acuerdo para cerrar 40 tiendas y despedir a 273 trabajadores ,Negativo
"?PaquiVicente: Toxo: ""Por encima del derecho a trabajar, prevalece el derecho a la huelga"".Comunistas y socialistas de Tw,¿Me lo explican?",Neutral
"Cuando la marea azul invade España, aquí tenemos la blanca y verde!",Neutral
Vamos a por yeswespainISDIFFERENT !! Nos quedan solo 10 en Madrid!!,Positivo
Comienza su intervención en el acto de cierre de campaña javierarenas_pp . Siguelo en directo en ,Neutral
".javierarenas_pp "" le vamos a ganar la partida a los mercaderes del miedo. El único miedo que he captado es el miedo a que todo siga igual""",Positivo
"Ofrecemos un gobierno decente, de soluciones y que apoye el talento, que es mucho y nos sobra en Andalucía. votaPP",Positivo
"Sin vosotros no soy nada. Con la fuerza del sur, ganaremos el futuro. Nadie nos va a poner de rodillas.",Positivo
"Si queremos, podemos! Depende de ti! Vamos a ganar las elecciones!",Positivo
"El soundcheck de hoy lo compartiré con la prensa de México DF, gracias por  vuestra compañía.",Positivo
Mañana GIRONA!,Positivo
Cafe Berlin. Flipando con el concierto en directo. Ríete de Manhattan. ,Positivo
Buen día amigos : ),Positivo
;-)  MayteOtero: sumatealcambiodehora  elmundo: Adelante esta noche su relojes: a las 02.00 serán las 03.00 ,Positivo
Hay que ir  mystra74: Carlos Aires transforma el CAC Málaga en una feria sobre el deseo y la barbarie ,Positivo
El niño del avatar era más listo y despierto que el adulto que hoy le pone. Y como los de asuntosgarrido lo hablaba todo con la Z. AdioZ :),Neutral
"+ 1.0 MT manuelerice: ajmencia Enhorabuena a todos por iRedes. Magnífico resumen de jlori. Redes y Twitter, mas importantes storify",Positivo
De verdad q una mujer-florero no es inteligente? Creo conviene recapacitar sobre vuestras definiciones :),Negativo
"¿Tiene sentido la política fiscal del Gobierno?, por Ignacio Conde-Ruiz  y Juan Rubio-Ramírez ",Neutral
"""Pacheco y el PSOE le chuparon la sangre a Jerez y aparecen ahora.: ",Negativo
¡La primera buena noticia desde que empezó la crisis! “Miss España cierra por quiebra - ,Negativo
"Un cuento infantil de mi amiguete Juancho, si os gusta votar por el que es buena gente",Positivo
Sabina anima a participar en el 29-M con el canto “a la huelga madre”. Y Serrat también. . ,Neutral
Que os parece que Gllamazares pretenda usar sus privilegios de diputado para que a sus recomendados se les perdonen las multas?,Negativo
"Barcelona 20 grados, solecito. Que maravilla!",Positivo
Cantando Yolanda con jesusmarana y juanluiscano Tarde de arte ,Positivo
"Aquí, el protagonista de la cerveza. ",Neutral
EE.UU. no pone un duro en España ,Negativo
Impresionante el reportaje de informesemanal ahora mismo sobre el seguimiento a etarras.,Positivo
"Mil gracias ;-))  monchomartinez1: mariviromero informesemanal Los mejores deseos para mañana, desde Valladolid",Positivo
Hoy en Sopuerta(Bizkaa):Un edil de Bildu amenaza a sus vecinos por ir contra el proceso -,Negativo
"Ya en marcha la web especial de  giraldatv para la ssanta12. Emisión en directo, chat, noticias… ",Positivo
Lista para descargar en tu móvil o tableta la aplicación oficial degiraldatv para la ssanta12 Gratis!!TV de servicio pco para sevillahoy,Positivo
"alfonsomerlos MJFdz Perdón, Maria Jesus!",Neutral
"Victoria del Real Madrid 5-1( dos Benzema, dos Ronaldo y uno Higuaín) frente a la Real Sociedad",Neutral
Ahora en la1_tve (watching Amantes) ,Neutral
"Hoy sábado soñemos. ""The river of dreams"" de Billy Joel. Para ti. ",Positivo
"Alguien ha visto ""Al borde del abismo""?Recomendable? O ""a olvidar""?",Neutral
"“evalovemusic1: David_Busta madre de dios, se me hace raro unir bustamante 30 años jaja”YA SOMOS DOS! jajajaja",Positivo
GRACIAS! OS AMO!,Positivo
"Buenos dias , entoces ya son las 8?",Neutral
"Los funcionarios d la Comisión Europea q nos visitan tanto estos días no es xq estemos vigilados sino q es algo ""rutinario"" no como antes:)",Negativo
Y naranjoisabel votando ;-)) ,Positivo
ahora con Ana_Torroja en Protagonistas fin de semana!!,Positivo
Lo único nuevo es una Delegada del Gobierno que castiga el derecho de manifestación y se burla de las iniciativas de los diputados.,Negativo
Buen domingo tengamos,Positivo
"Discurso del Delegado de Fiestas Mayores,G.Serrano.Inicio dl Pregón ssanta12.Directo n giraldatv ",Neutral
“maximhuerta: David_Busta Treinta!? Bien vividos! Un abrazo fuerte estrella.”Muchas gracias querido!,Positivo
"tenemos 5 veces mas q California ""Nuestra economía no puede soportar el exceso de universidades"" ",Negativo
"Gran Pregón d ssanta12 el de Ignacio P.Franco.En directo en giraldatv,en nuestra web ",Positivo
"Para los grandes defensores de la España autonómica, una gran recomendación, ""La casta autonómica"" de Gabriel Cruz y sanmima . Libro 10!",Positivo
¿Hay futuro para la socialdemocracia?  EL PAÍS comienza este debate con un texto de Sol Gallego-Díaz ,Neutral
David_Busta Felicidades David! Me encanto tu ultimo videoclip! (cantando las 40 a unos plastas ;),Positivo
"“Jandrohormig: David_Busta Felicidades y disfruta de tu melena, otros no pudimos.”JAJAJAJA! por mucho tiempo! Gracias!",Positivo
GEOLOGÍA | Bacterias en el Universo¿Ha llegado vida a Marte procedente de la Tierra?,Neutral
"Quiero agradecer a todos los que me saludaron en la Disco en Alicante, al 52% de -eres un maquina!-al 34% de -nos hacemos unas pajillas-.",Positivo
. e incluso al 12% de -arrf unm auo mmg ggn-,Neutral
Berto_Romero: Tomando un café con mi amiga Sandra / Coffee with my friend Sandra ,Positivo
La hecatombe,Negativo
Durante 4 años en España: Inyección de 110.0 millones de euros a la banca ,Negativo
"Me ha dolido la muerte de Tabucchi como si le conociera. Bueno, leer a algunos escritores es como conocerles.",Negativo
andaluces y asturianos van a propiciar nuevos gobiernos populares d javierarenas_pp cherines_pp tan buenos como conmdcospedal  en CLM,Positivo
“Carlos_Latre: David_Busta felicidades GRande!;) todo mi cariño!!;)” GRACIAS AMIGO!,Positivo
"Mucha tranquilidad entre los populares andaluces. También en el circulo de Rajoy, desde donde no preven que llegue a Génova antes de las 8",Neutral
"Esta misma noche, sin digestión de los resultados, Rajoy vuela a Seúl, donde tendrá un encuentro informal con Obama",Neutral
Esta es la tienda. Calle Narváez. Madrid ,Neutral
Difícil interpretar aún esta caída en la participación en las elecciones en Andalucía y en Asturias. Desconcierto en las redacciones.,Negativo
Oigo que la noche será larga en Andalucía. Por lo ajustado del resultado? o por cómo hará la Junta el recuento? transparencia,Negativo
"A las 12h había votado en las andaluzas un 10% menos que hace 4 años. A las18h, un 12% menos",Neutral
"Para analizar la participación, no hay que comparar Almería con Sevilla, si no dentro de cada provincia determinados municipios :) :) :)",Neutral
Ahora 17personas concentradas en portal iglesia Elorrio para respaldar asesinos ETA.Gracias a dios cada vez son menos ,Neutral
"Muniain, en la banda, en calzoncillos. Sí, es un niño.",Neutral
Ahora a esperar los resultados de las elecciones mucha suerte a los andaluces y asturianos en especial a J. Arenas y Cherines,Positivo
"En el I cuarto un buen LagunAro ha vuelto a meter 24. La defensa del Madrid patética. Aun puede ganar, pero qué falta de actitud.",Neutral
Si sólo hay una encuesta(IPSOS) pq he contabilizado ya 20diferentes resultados israelitasaa? IntoxicadoresDeJornadaElectoral,Negativo
"Resultados en Sarre: CDU de Merkel fuerza más votada, pero su socio de coalición, clínicamente muertos Aires de Gran Coalición?",Neutral
Lo qe les fastidiara de la foto es que se ve que son solo17concentrados para respaldar a los 16 presos deETA deElorrio ,Negativo
"Andalucía tiene históricamente una de las tasas de participación más altas y Asturias, de las más bajas del país. Hoy se desploma en las 2",Neutral
"Estamos a punto de empezar en CCMTV1 el programa  especial de las elecciones andaluzas y asturianas, con PMorales y un gran equipo",Positivo
"eleccionesandalucia en giraldatv. Comienza Avance Informativo. A continuación, Especial Elecciones con Patricia G. Mahamud sevillahoy",Neutral
"Guerra de encuestas! Canal Sur no da la mayoría absoluta al PP, y otras sí.",Neutral
"Sondeo de Ipsos Eco consulting en Andalucía: PP, 52-55 escaños. PSOE 45-48. IU- 8-10. La mayoría absoluta está en 55 escaños.",Neutral
Rajoy ya está en Génova para seguir los resultados. Montoro estará en la sede de Sevilla junto con Arenas,Neutral
Avance Canal Sur malaga : PP 8-9 Psoe 6-7 IU 1-2 .,Neutral
Los primeros resultados en Andalucía se conocerán a partir de las 20:50.,Neutral
No sé por qué pero algo me dice que los datos van a ser mas favorables al ppandaluz que el sondeo de Ipsos para Canal Sur,Neutral
Esta tarde no he podido pasarme mucho por el barrio tuitero. Pero sigo aquí. joseribagorda y yo os esperamos a las 21h en informativost5,Neutral
5M Empiezan los resultados del escrutinio en Astruias ,Neutral
Para seguir los resultados de las elecciones andaluzas: ,Neutral
;-)  elisa_cj: En la sede del ppandaluz se respira tranquilidad 25M Andalucía,Positivo
Moncloa apuesta por 57 escaños y ya deben tener primeras papeletas escrutadas. Pero no noto euforia.,Neutral
"En Asturias parece cnfirmarse la victoria del PSOE, se deberia dejar gobernar a l lista mas votada? Dado lo dificil para formar mayorias, si",Positivo
25M Andalucía 23'15% escrutado PSOE 54 / PP 45  / 10 IU,Neutral
"Oriol Pujol, el hereu. Nombrado secretario general del CDC.",Neutral
Pp andaluz cauto. Todavía queda el recuento de las ciudades.,Positivo
"Cabe imaginar que Javier Arenas está rezando mucho, a la Macarena. o a Sánchez Gordillo.25M",Neutral
Al 90% en Asturias: PSOE: 16; FAC: 13; PP: 10: IU: 5; UPyD:1.,Neutral
En Asturias Foro + PP y en Andalucía es de infarto.,Negativo
Casi al 90% en Andalucía: PP: 50; PSOE: 47; IU: 12. Muy difícil ya la mayoría absoluta (55) para PP.,Neutral
No me da tiempo a contestar pero os digo a todos q siendo andaluza es para avergonzarse por el apoyo q han dado a los políticos corruptos.,Negativo
Enhorabuena al PP de Andalucía. Victoria histórica. Respeto a la decisión de los andaluces.Ellos son dueños de su elección y de su futuro.,Positivo
Ni un socialista pata negra después de un fin de semana mano a mano con el chófer de Guerrero habría soñado con esto 25M Andalucía,Neutral
El erragate sale gratis. Gana Rubalcaba o Chacon?,Neutral
"Viendo y escuchando a Cospedal, se diría que Cospedal está realmente contenta por el resultado de Arenas en Andalucía. (¿No?) 25M",Positivo
Si Rajoy no presentara Reforma Laboral se diría que PP no gobierna Andalucía por falta de medidas.Hace falta discurso POLÍTICO.,Negativo
"No se puede fiar todo una estrategia política al desgaste del adversario. La gente también necesita ilusión.  Arriola, !así no!!",Negativo
Victoria sin gobierno: análisis del delegado de EL PAÍS en Andalucía. ,Negativo
Para quien quiera seguir con el análisis puede hacerlo en el 24 horas con Xabier Fortes. Y mañana más en losdesayunosdetve a las 9!,Positivo
"Andalucía y Asturias frenan al PP. Sube IU, está por ver si el PSOE entiende el voto crítico y la urgencia de izquierda sensata y con ideas",Neutral
"Planeta creativo: nuevo placer otra interesante jornada con vosotros. Mañana pronto estoy con susannagriso, que sigue a 6 puntos. a2.",Positivo
"Vale, llamadme loco, pero creo que el capitán Haddock es familia de Alfredo Landa.miscositas ",Positivo
SSantiagosegura tintín.he perfao.no atisbo a. Viva Landa!!;),Positivo
Duro revés para Rajoy. No existen las derrotas dulces. (Post en el blog El Patio del Congreso) ,Negativo
"Si quieres un móvil nuevo, te lo compras  ",Neutral
"Gracias, gracias, gracias a todos cuantos habéis seguido confiando en nuestro camino. Ahora toca seguir trabajando por Andalucia.",Positivo
Momento de reflexión para Rajoy: Política no es la cajera de un supermercado que suma productos por código de ba. ,Negativo
En menos de 100 días!,Neutral
"Mirad. ¡Me he comido una ""h"" por segunda vez en el día de hoy! Y me disculpo por segunda vez. Lo siento. Pero estoy cansado. Bona nit.",Negativo
Algunas paradojas electorales. Una victoria que decepciona y una derrota que trae alegría ,Negativo
Seguimos actualizando en mi Facebook los videos de los musicos que participan en el nuevo disco. De (cont) ,Positivo
"El Servicio Geológico de EE.UU. dice que terremoto que sacudio Chile anoche, fue de 7,2º (escala Richter)",Negativo
El dia 2 de Junio tocare en el estadio Vicente Calderon para celebrar los 20 años de Cadena100 .. Me llevo toda la artilleria pesada. ;),Positivo
Buenos días. Comenzamos semana política clave: resaca 25M- foto con Obama - huelga general - presupuestos.,Neutral
Portada ABC ,Neutral
"gracias “TxetxoY: Arenas ingresado por subida de azúcar, tras tanta derrota dulce. Gran análisis de Fgarea  ",Neutral
En tuitrafico encontraréis información del estado de las carreteras. Está muy bien,Positivo
"Gracias :)  chtgarrote: Muchas felicidades por el especial de ayer, la más amplia, plural y completa cobertura informativa del 25M",Positivo
EPdesayunoPatxi xq formar una mesa de partidos fuera del parlamento? No es un ninguno de la voluntad electoral?,Negativo
Atención: tanto PSOE como PP pierden votos en las andaluzas d ayer respecto a las anteriores d 2008. Diez puntos + d abstención.,Negativo
"Covergència,después de su congreso,ha marcado claro su objetivo: llevar a Cataluña al conflicto social desde la insumisión d coche oficial",Negativo
"Telita.  Manuiza64 Una hora esperando en baseTorrejón.Llega alguien de Exteriores.Y llama al militar de la entrada ""guardia"". Me ha matao",Negativo
Gracias a todos x vuestra felicitacion. Un abrazo. ,Positivo
LosadaPescador con retraso pero Feliz Cumpleaños!!,Positivo
Asi es el Numero Uno  HOY A LAS 22:30 en ,Positivo
La entrevista que me ha hecho conla_A como capitana de Las_termitasfc ,Neutral
Los vascos que para López no son vascos ,Negativo
"Pablo, intento responderte a tu mensaje pero no me lo permite. ¿De qué calle se trata?",Neutral
Tiene delito que el que se ponga en la foto con sindicatos sea Valeriano Gomez. El Ministro del Paro del PSOE hasta antes de ayer caradura,Negativo
José María Brunet nos da su visión sobre las autonómicas de ayer TelediarioInter a las 3 de la tarde.,Neutral
"FedericoQuevedo amadeoniza sí, Quevedo, pero no pueden pedir ayuda los q luego se lo gastan en coca, fiestas y prostitución 25M",Negativo
"Carlos Floriano, de Organización del PP, ha hablado hoy en la COPE, Antena 3 TV, RNE y ABC Punto Radio. No puede hacer el chat de EL PAÍS.",Negativo
Rajoy dice a su llegada a Seoul que los resultados en Andalucía no han sido un fracaso,Positivo
"Recortando, pegando y dibujando. ",Neutral
Roban dos millones de euros en una joyería madrileña con un butrón - ,Negativo
Y la corrupción sigue. Detenido el 'número 2' de la Diputación de Barcelona por tráfico de influencias ,Negativo
Detenidas 14 personas entre las 76 desalojadas de un edificio en Centro ,Negativo
Ya puede consultar en la web La Moncloa ,Positivo
El gobierno ahora más q nunca tiene q actuar. La situación política y económica exige contundencia y no paños calientes.Sin miedo a huelgas.,Positivo
"leydetransparencia opaca. Restringida la política económica y monetaria, propiedad intelectual e industrial, más allá de estándar europeos",Negativo
El gran Ferrán Adriá ahora en apropios_rne,Positivo
.y mañana prometo ser bueno y no reirme. Coño! qué hago entonces con lamiradacitrica MoristoMehide1 y ElExpecial? Dios qué sinvivir,Neutral
"JA, JA, JA!  Alfonso_Egea: Os juro que he intentado contenerme! Imposible. Pais este el nuestro ",Positivo
Últimamenteaa  DrFleischman: JuanraLucas Últimamente dice usted unas cosas muy extrañas.,Negativo
¿Afectarña Andalucía a los presupuestos del viernes? TelediarioInter 20:30,Negativo
"Hoy tendría q haber salido en rueda de prensa Arenas y explicarse. Vamos, digo yo q no poder gobernar a la cuarta merece una explicación.",Negativo
"Cada vez se parece mas Fede_dejuan a Alvaro Nadal con esa peluca! Es la leche, :D",Negativo
van a asaltar el Bundesbank? “Elpregonero: FCC y ACS se adjudican un túnel en Alemania por 290 millones de euros ,Negativo
ala “AlbertoCuellarr: maykanavarro un mordisco mejor ;-)”,Positivo
"“marianorajoy: Presentaremos unos Presupuestos austeros y continuaremos haciendo reformas, porque es lo que España necesita",Negativo
El mapa de los medios más influyentes ,Positivo
A eso del uso de un hashtag para seguir un programa de televisión o una serie lo llaman socialTV,Neutral
"Ya está en marcha el procedimiento de consulta pública de la Ley de transparencia, acceso a la información. ",Positivo
Buenos días ;-)),Positivo
Portada La Razón ,Neutral
"Agencia noticias SANA:Consejo Nacional Medios Sirio da licencias trabajo a 6 periódicos y 13 revistas d política,economia,sociedad y cultura",Positivo
"El jefe del sondeo que + erró dice q la culpa quizá fue d los proPP, q votaron poco, o los proPsoe, q votaron demasiado ",Negativo
"La anécdota del encuentro Rajoy-Obama, es la disculpa del presidente americano a Rajoy por no hablar español.",Neutral
Hemos roto el bipartidismo porque ahora jugamos todos. Se entiende que Monti diga que España preocupa. Es obvio que a los mercados. 29M,Negativo
"Acabo de comprar por iTunes la versión de ""Hoy me voy"" del MTV a  dueto con PaulaFernandes7 , esta buenísima..! .. Y la canción también !",Positivo
El Número Uno arranca con derroche de voz y ritmo ,Positivo
"No vi la gala de ElNumeroUno, pero sí he visto el pedazo de 20,8% de audiencia que hizo. Felicidades, tinetr y cía.",Positivo
"Veo a la derecha muy molesta con el resultado en Andalucía y Asturies, al tiempo que a un PSOE ansioso. Nosotros estamos  tranquilos.",Negativo
“Mile_aguirre: David_Busta cuando me vas a mandar un Besoaa Tengo qe seguir esperando? Jaja saludos desde Argentina.”BESAZO!,Positivo
Hoy Comité ppandaluz con javierarenas_pp ( cordoba) ,Neutral
"Rajoy celebra su 57 cumpleaños en Seúl: ""cumplir años no es bueno, no cumplirlos es peor"" ",Positivo
".javierarenas_pp "" en Andalucía a través de las urnas es posible la alternancia . Después de 30 años hemos ganado y ser los mas votados""",Positivo
Las cámaras d 13tv_AlDia están preguntando: ¿cree q con el 25M se abre un ciclo político en España favorable al PSOE y _Rubalcaba_ ?,Positivo
"PP admite q 25M ""ha dado alas"" a PSOE pero niega cambio ciclo. jamonago dice en servimedia q a Rubalcaba ""lo recogieron los Tédax"" el 20N",Negativo
El TS condena a unos padres a pagar a sus vecinos 8.0 euros por el ruido de sus hijas al piano.,Negativo
"Parroquia de Santo domingo de la calzada, sector 6 CañadaReal  ",Neutral
Las empresas publicas q cometen irregularidades en TelediarioInter a las 3 y CriadoSusana,Neutral
Las ofertas de última hora de ,Positivo
"Con el plan de ajuste de Botella, los talleres culturales en los distritos de Madrid costarán un 40% más",Negativo
"El Festival de Málaga baja su gasto un 11,5 % al reducir algunas actividades ",Neutral
¿Dará Rajoy la rueda de prensa del viernes? ¿Debería?,Neutral
“Nosotras damos de comer a la humanidad” ,Positivo
"Intervención de anapastorPP ministra de Fomento en Senado, confirmando AVE a Talavera en el eje  Madrid-Extremadura ",Neutral
Exigiremos al Ayuntamiento que mantenga el actual nivel de empleo municipal a todos los niveles de la administración ,Positivo
Deseo de mucho éxito al alcalde de  Oropesa. Pasen y vean: Oropesa es la que más se esmera en recrear el Medievo - ,Positivo
"En el alemán d Normandía, miles d chicos d 19 o 20 q mataron y murieron creyendo q su aviación bombardeaba Nueva York. ",Negativo
Hoy se graban coros. Seguimos avanzando.,Positivo
Obra de teatro para concienciar a nuestros escolares en la seguridad vial ,Positivo
¡Curioso! ¿Se imaginan un concierto con efímeros instrumentos de hielo? Escuchen cómo suenan en este video ,Positivo
La paz y la seguridad internacional nos exigen un compromiso activo y España está a la vanguardia de este reto ,Positivo
En la clausura del programa de formación y empleo Redes sevillahoy ,Neutral
"CSIF se felicita de q sólo les hayan congelado; el gob cat, molesto x quedarse sólo. Lo comentamos Godivaciones en TelediarioInter 20:30",Neutral
¿Liberar a Otegui? MariateDiez contará lo que se dice en los pasillos del Congreso. TelediarioInter 20:30,Neutral
Rubalcaba denuncia quelas mujeres son las más dañadas por los recortes y considera prioritaria la igualdad Debería mandar su plan a Valderas,Neutral
"Juan Tardá (ERC) dice en el Congreso q en Cataluña hay recortes xq España ejerce ""expolio financiero"" sobre ellos. ¿En qué realidad vive?",Negativo
"Gracias!  CarlosSosa_ Tonicanto1 La sentencia. Soy el ""condenado"". Se lee rapidito, dolo tres folios. Saludos  ",Positivo
X favor: una fotografía de Marín para elcongreso x 27.0€urazos! No son muchos euros para una foto? Vía elEconomistaes,Negativo
"¡Cómo estoy de sensible (o de cegato)! He visto en el twitter Fulanito de Tal te ""ha agredido"". y no, era ""agregado""",Positivo
Felicitats a l'equip de bàsquet del FCB per arribar a la Final Four! Felicidades al equipo de baloncesto del FCB por llegar a la Final Four!,Positivo
Muere un brigadista en el incendio forestal de Orense ,Negativo
Cómo se llega a esto?,Negativo
"Final, Apoel 0-3 Real Madrid.",Neutral
Montoro advierte de que el recorte del Presupuesto superará el 15% ,Negativo
"La UE prevé que España suba impuestos, todo listo para la huelga y la renta mínima de inserción, amenazada",Negativo
"Habéis visto El_Hormiguero? Acabo de contar que comienzo gira. Papitwo el 22 de septiembre en Sevilla, el 27 en. ",Positivo
"DiegoMazon78 Yo también lo dí. No es lo mismo el ""quemado"" que el estrés de combate. Hay poco investigado en España.",Negativo
"Se conoce que la publi ahora no dura ná, no?",Positivo
“giannill78: David_Busta Guayaquil te espera con ansias!! Queremos darte un gran y merecido abrazo x ser tan artista!!”ABRAZO!,Positivo
Algunos venimos diciendo desde el siglo pasado q Alberto Ruiz Antañón era simulación y caspa. Los que se engañaban con él era xp querían,Negativo
"Constatado que Gallardón no tiene ni idea de mujeres, me pregunto si sabrá algo de Justicia. porque él es ministro de Justicia, no?",Negativo
Muy buen reportaje sobre el estrés postraumático en militares ,Positivo
Cumbre nuclear en Seúl.. Algunos avances.  ,Positivo
Alarmante índice de ejecuciones en los escasos países que aplican la pena capital ,Negativo
Andalucia: Javier Arenas ofrece diálogo para un pacto de gobernabilidad. Los socialistas insisten en que la 1ª opción es IU.,Positivo
"Los 7 incendios declarados en Galicia, han calcinado más de 400 hectáreas de monte. Un brigadista moría en Castrelo do Val, Orense",Negativo
Buenos días!,Neutral
Portada Marca ,Neutral
Què es un éxito en la huelga para los sindicatos? Servirá para algo? Forzarán al gobierno a negociar? UGT y CCOO hoy en losdesayunosdetve,Positivo
"Arrancamos! cmsaleelsol: Hoy en la mesa de trabajo de ABCPuntoRadio: SalomeGa, girauta, germanyanke y Jaime González",Neutral
"“Vertele: Audiencias: ""Tú sí que vales"" lidera en Telecinco tras el partido de Champions ",Positivo
Hasta De Guindos recibe la octavilla de gllamazares.,Negativo
Enhorabuena a iescolar basteiro iurquizu juanlusanchez LuzSanchis jordipc rosamariaartal.  Nace eldiario.es ,Positivo
Lo de Gallardon es insufrible. Ahora utiliza a Martín Luther King para justificar su rancia visión de la mujer.,Negativo
"""mktfan: Una aplicación permite añadir “enemigos” a Facebook ",Positivo
"No puede ser. Según El Programa de Ana Rosa, en los medios latinoamericanos dicen que Colate se ha liado con Ana Obregón.",Neutral
"El 'ajustazo' de Botella es consecuencia de la política en 3D del ayuntamiento de Madrid: derroche, despilfarro y desmesura.",Negativo
Derecho tanto a hacer huelga como a no hacerla.,Neutral
Pido a los ciudadanos que denuncien cualquier hecho violento o coacción. En redes sociales o a través de los teléf. de la Policía.,Negativo
Esperanza Aguirre: Pido a los madrileños que cumplan con su deber cívico de denunciar cualquier acto violento cometido durante la huelga,Negativo
Candidato d IU hablando d la mujer d las tetas gordas(x la delegada  d educación)Alguien ha oído a las feministas quejarse?Si fuera del PP..,Negativo
Las cámaras d 13tv_AlDia están preguntando: ¿qué impuestos serían los menos dañinos en caso d q Rajoy decida subirlos? eminambres,Negativo
Pablo García-Rojo: “Eurovegas tiene su primera baza en la reforma laboral del PP” ,Negativo
El viernes conoceremos las cifras de la huelga y de los nuevos presupuestos. A ver si las primeras modifican las segundas. 29MHG,Neutral
Video Blog!,Neutral
Yo mañana voy a trabajar.,Neutral
yotrabajomañana,Neutral
"Monti, primer ministro de Italia, dice que la crisis en la zona euro 'casi ha terminado'. ",Neutral
"Fátima Báñez: ""Las pymes han hecho 10.0 nuevos contratos fijos en mes y medio"". GPPopular ppcv que_hacen",Positivo
Casualidades de la vida: Lady Gaga y la Duquesa de Alba se van de cumpleaños ,Neutral
¿Os parece buena idea tuitear fotos de coacciones? Aguirre llama a colgar en Internet fotos de actos violentos ,Negativo
"El PSOE consigue el escaño 17 en Asturias al ganar el voto emigrante, vía lanuevaespana. UPyD decidirá el gobierno de Asturias!!",Positivo
Gobierno de Asturias en el aire. El órdago de Cascos se enfrenta ahora al escaño 17 logrado por el PSOE (voto emigrante),Neutral
El voto emigrante da el diputado 17 al PSOE en Asturias. Empate izquierda-derecha. Atención al diputado clave de UPyD. ,Positivo
En Directo en ForoABC con Guindos. Los presupuestos q nos esperan el viernes TelediarioInter a las 3,Neutral
"Hoy, un homenaje al blog de mi esposa.  ",Positivo
Bien por javier_asturias y los asturianos!,Positivo
Es UPyD un partido de ppios? Sí por supuesto.Q harán ustedes en Asturias? eh.esto..uhmm a ver..si es que.bueno.depende.. Borja_Semper,Negativo
"Una gran sorpresa grabandoundueto.  Joaquín con Miguel, Sabina con Bosé. Por ahora, no os puedo contar más :-) Mañana iremos al mar.",Positivo
'El Ibex agrava sus mínimos anuales y pierde el nivel de los 8.0 puntos' ,Negativo
'S&P pone en revisión su previsión de crecimiento de España' ,Negativo
"Boletín Banco d España: desviación déficit d CCAA fue x ""desfavorable evolución d ingresos"" xq gastos fueron ""inferiores a presupuestado"".",Negativo
El Supremo juzga a Otegui. repasamos los que han apoyado su liberación TelediarioInter 20:30,Neutral
"N pediré q se disculpen ni locutores energúmenos ni gente con problemas con el alcohol, pero los d periodistadigit si me deben una disculpa",Negativo
"Empezamos enseguida! Si quiere información con criterio, TelediarioInter 20:30 es su telediario.",Positivo
Muy buenas a tods amigos. Ya estoy aquí de nuevo. Vuelta a la normalidad y muy contentos por la victoria de ayer en Champions. Vamoss..!!,Positivo
"Por la cuenta que os tiene “LostirantesdePJ: podemos afirmar de modo categórico y sin rubor alguno, que mañana no vamos a hacer huelga.”",Neutral
Mañana sería bueno que demostraramos todos que vivimos en un país donde se respetan los derechos. Los de trabajar y los de hacer huelga.,Positivo
Gracias :)  inesucas: byuste gracias por la comida en universidadcjc y la organizacion de las UCJCemprende. Gran iniciativa!,Positivo
